index,english,garo,category,notes,tagged_verified_high
418,"fever","Sin··ding··a","health","",NO — outlier
3058,"Afternoon","an··tam","uncategorized","variant/VERIFIED/HIGH",yes
3060,"Agree","ku··chak·a","uncategorized","variant/VERIFIED/HIGH",yes
3061,"Agree","ku··ra·chak·a","uncategorized","variant/VERIFIED/HIGH",yes
3069,"Answer","ku··chak·a","uncategorized","variant/VERIFIED/HIGH",yes
3072,"Apply","pa··a","uncategorized","variant/VERIFIED/HIGH",yes
3087,"Bamboo","wa··","uncategorized","variant/VERIFIED/HIGH",yes
3088,"Banana","te··rik","food","variant/VERIFIED/HIGH",yes
3090,"Bear","ba··a","animals","variant/VERIFIED/HIGH",yes
3099,"Big","dal··a","uncategorized","variant/VERIFIED/HIGH",yes
3102,"Bitter","ka··a","uncategorized","variant/VERIFIED/HIGH",yes
3106,"Blood","han··chi","health","variant/VERIFIED/HIGH",yes
3109,"Boil","bi·rot·ma··mong","uncategorized","variant/VERIFIED/HIGH",yes
3117,"Brave","pa··a","uncategorized","variant/VERIFIED/HIGH",yes
3118,"Brave","sang··chak·a","uncategorized","variant/VERIFIED/HIGH",yes
3124,"Broom","sal··a","uncategorized","variant/VERIFIED/HIGH",yes
3137,"Catch","ra··chak·a","uncategorized","variant/VERIFIED/HIGH",yes
3138,"Catch","rim··a","uncategorized","variant/VERIFIED/HIGH",yes
3139,"Catch","rim··chak·a","uncategorized","variant/VERIFIED/HIGH",yes
3143,"Chili","jal··ik","food","variant/VERIFIED/HIGH",yes
3144,"Chop","den··a","uncategorized","variant/VERIFIED/HIGH",yes
3150,"Claw","ku··ak·a","uncategorized","variant/VERIFIED/HIGH",yes
3155,"Clever","hai··man·a ku··man·a","uncategorized","variant/VERIFIED/HIGH",yes
3162,"Cloth","ba··ra","uncategorized","variant/VERIFIED/HIGH",yes
3164,"Clothes","ba··ra","uncategorized","variant/VERIFIED/HIGH",yes
3166,"Cockroach","ka··ra·o","uncategorized","variant/VERIFIED/HIGH",yes
3167,"Cockroach","sel··uk","uncategorized","variant/VERIFIED/HIGH",yes
3169,"Comb","ken··a","uncategorized","variant/VERIFIED/HIGH",yes
3171,"Come","i··a","uncategorized","variant/VERIFIED/HIGH",yes
3172,"Come","re··a","uncategorized","variant/VERIFIED/HIGH",yes
3173,"Come","re··ba·a","uncategorized","variant/VERIFIED/HIGH",yes
3177,"Cook","song··a","food","variant/VERIFIED/HIGH",yes
3180,"Cow","ma··su","animals","variant/VERIFIED/HIGH",yes
3181,"Crab","hang··ki","animals","variant/VERIFIED/HIGH",yes
3200,"Deep","ting··a","uncategorized","variant/VERIFIED/HIGH",yes
3204,"Dirty","ma··bak·a","uncategorized","variant/VERIFIED/HIGH",yes
3221,"Dry","ran··a","food","variant/VERIFIED/HIGH",yes
3231,"Eat","cha··a","food","variant/VERIFIED/HIGH",yes
3242,"Enough","chu··ong·a","uncategorized","variant/VERIFIED/HIGH",yes
3245,"Evening","an··tam","uncategorized","variant/VERIFIED/HIGH",yes
3249,"Far","chel··a","travel","variant/VERIFIED/HIGH",yes
3251,"Fast","bing··si·bing··si","uncategorized","variant/VERIFIED/HIGH",yes
3257,"Fever","ding··du·a","health","variant/VERIFIED/HIGH",yes
3258,"Fever","han··ding·a","health","variant/VERIFIED/HIGH",yes
3264,"Fire","wal··","uncategorized","variant/VERIFIED/HIGH",yes
3265,"Firewood","ha··bol","uncategorized","variant/VERIFIED/HIGH",yes
3266,"Fish","na··tok","food","variant/VERIFIED/HIGH",yes
3272,"Fly","til··a","uncategorized","variant/VERIFIED/HIGH",yes
3279,"Front","ka··bak","uncategorized","variant/VERIFIED/HIGH",yes
3282,"Fry","jo··a","uncategorized","variant/VERIFIED/HIGH",yes
3287,"Ghost","me··mang","uncategorized","variant/VERIFIED/HIGH",yes
3288,"Ginger","e··ching","food","variant/VERIFIED/HIGH",yes
3290,"Give","ron··a","uncategorized","variant/VERIFIED/HIGH",yes
3292,"Go","i··a","uncategorized","variant/VERIFIED/HIGH",yes
3293,"Go","i··ang·a","uncategorized","variant/VERIFIED/HIGH",yes
3294,"Go","re··a","uncategorized","variant/VERIFIED/HIGH",yes
3312,"Grind","pe··a","uncategorized","variant/VERIFIED/HIGH",yes
3314,"Half","bon··jang·chi·a","numbers","variant/VERIFIED/HIGH",yes
3321,"Healthy","han cheng··a","health","variant/VERIFIED/HIGH",yes
3322,"Healthy","han··sel·a","health","variant/VERIFIED/HIGH",yes
3324,"Heart","ka··rong·ti","uncategorized","variant/VERIFIED/HIGH",yes
3325,"Heart","ka··tong","uncategorized","variant/VERIFIED/HIGH",yes
3332,"Hope","ka··dong·a","uncategorized","variant/VERIFIED/HIGH",yes
3342,"Itch","ka··kit·a","uncategorized","variant/VERIFIED/HIGH",yes
3344,"Jackfruit","te··brong","uncategorized","variant/VERIFIED/HIGH",yes
3356,"Know","hai··a","uncategorized","variant/VERIFIED/HIGH",yes
3358,"Ladder","jang··ki","uncategorized","variant/VERIFIED/HIGH",yes
3374,"Leg","ja··chok","uncategorized","variant/VERIFIED/HIGH",yes
3375,"Leg","ja··git·teng","uncategorized","variant/VERIFIED/HIGH",yes
3376,"Leg","ja··teng","uncategorized","variant/VERIFIED/HIGH",yes
3379,"Lie","bo··a ra··a","uncategorized","variant/VERIFIED/HIGH",yes
3383,"Light (weight)","cheng··a","uncategorized","variant/VERIFIED/HIGH",yes
3391,"Long","ro··a","uncategorized","variant/VERIFIED/HIGH",yes
3392,"Long","ro··rek·a","uncategorized","variant/VERIFIED/HIGH",yes
3393,"Love","ka··sa·a","uncategorized","variant/VERIFIED/HIGH",yes
3396,"Mango","te··ga·chu","food","variant/VERIFIED/HIGH",yes
3397,"Market","ha··ti","business","variant/VERIFIED/HIGH",yes
3398,"Meat","be··en","food","variant/VERIFIED/HIGH",yes
3415,"Mother","ma··gip·a","family","variant/VERIFIED/HIGH",yes
3416,"Mother","na··gi·pa","family","variant/VERIFIED/HIGH",yes
3417,"Mountain","ha··bri","travel","variant/VERIFIED/HIGH",yes
3418,"Mountain","ha··chik","travel","variant/VERIFIED/HIGH",yes
3423,"Narrow","jang··jot·a","uncategorized","variant/VERIFIED/HIGH",yes
3456,"Outside","ha··gat·e","travel","variant/VERIFIED/HIGH",yes
3479,"Play","kal··a","uncategorized","variant/VERIFIED/HIGH",yes
3504,"Promise","ku··chak·a","uncategorized","variant/VERIFIED/HIGH",yes
3505,"Promise","ku··mik·chet·a","uncategorized","variant/VERIFIED/HIGH",yes
3506,"Promise","ku··wat·a","uncategorized","variant/VERIFIED/HIGH",yes
3513,"Question","sing··a","uncategorized","variant/VERIFIED/HIGH",yes
3515,"Quiet","ka··sin·a","uncategorized","variant/VERIFIED/HIGH",yes
3528,"Remember","gi·sik ra··a","uncategorized","variant/VERIFIED/HIGH",yes
3538,"Roll","bil··a","uncategorized","variant/VERIFIED/HIGH",yes
3549,"Sand","han··cheng","uncategorized","variant/VERIFIED/HIGH",yes
3561,"Sharp","sim··pram·a","uncategorized","variant/VERIFIED/HIGH",yes
3577,"Skin","sol··a","health","variant/VERIFIED/HIGH",yes
3581,"Sleepy","mik·gil jom··a","uncategorized","variant/VERIFIED/HIGH",yes
3583,"Slow","ka··sin·a","uncategorized","variant/VERIFIED/HIGH",yes
3584,"Small","chong··top·a","uncategorized","variant/VERIFIED/HIGH",yes
3589,"Smile","ka··ding·a","uncategorized","variant/VERIFIED/HIGH",yes
3590,"Smile","ka··ding·sim·ik·a","uncategorized","variant/VERIFIED/HIGH",yes
3599,"Soft","dil··dok·dil··dok","uncategorized","variant/VERIFIED/HIGH",yes
3605,"Sound","gam··a","uncategorized","variant/VERIFIED/HIGH",yes
3606,"Sound","gam··pret·a","uncategorized","variant/VERIFIED/HIGH",yes
3623,"Stir","gon··gon·a","uncategorized","variant/VERIFIED/HIGH",yes
3626,"Stone","rong··te","uncategorized","variant/VERIFIED/HIGH",yes
3637,"Sweet","chi··a","uncategorized","variant/VERIFIED/HIGH",yes
3638,"Sweet Potato","ta··mil·ang","food","variant/VERIFIED/HIGH",yes
3643,"Tail","ki··me","uncategorized","variant/VERIFIED/HIGH",yes
3644,"Take","ra··a","uncategorized","variant/VERIFIED/HIGH",yes
3645,"Take","ra··ang·a","uncategorized","variant/VERIFIED/HIGH",yes
3651,"Taste","cha··e ni·a","food","variant/VERIFIED/HIGH",yes
3663,"Thin","ba··a","uncategorized","variant/VERIFIED/HIGH",yes
3666,"Thirsty","ran··a","food","variant/VERIFIED/HIGH",yes
3673,"Thunder","gul··gul·a","uncategorized","variant/VERIFIED/HIGH",yes
3674,"Thunder","hil··hil·a","uncategorized","variant/VERIFIED/HIGH",yes
3681,"Tired","neng··a","health","variant/VERIFIED/HIGH",yes
3701,"Voice","ku··ra·ma","uncategorized","variant/VERIFIED/HIGH",yes
3702,"Voice","ku··rang","uncategorized","variant/VERIFIED/HIGH",yes
3703,"Walk","re··am·a","uncategorized","variant/VERIFIED/HIGH",yes
3708,"Wet","ma··jim·a","uncategorized","variant/VERIFIED/HIGH",yes
3715,"Whistle","ku··sim·ok·a","uncategorized","variant/VERIFIED/HIGH",yes
3717,"Whistle","su·i ron··a","uncategorized","variant/VERIFIED/HIGH",yes
3726,"Win","man··chak·a","uncategorized","variant/VERIFIED/HIGH",yes
3733,"Woman","me··chik","uncategorized","variant/VERIFIED/HIGH",yes
3735,"Work","ka··a","business","variant/VERIFIED/HIGH",yes
3748,"abbreviated","tong··kap·a","uncategorized","UNVERIFIED/HIGH v:-kim-bak- / tong·-tang-ga-tang",yes
3750,"abbreviated","tong··tang·ga·tang","uncategorized","variant/UNVERIFIED/HIGH",yes
3752,"able","man··a","uncategorized","variant/UNVERIFIED/HIGH",yes
3754,"about to","ham··a","uncategorized","UNVERIFIED/HIGH",yes
3755,"accept","ra··chak·a","uncategorized","UNVERIFIED/HIGH",yes
3756,"accompany","i··ang·pa··a","uncategorized","UNVERIFIED/HIGH",yes
3757,"accomplish","chu··sok·a","uncategorized","UNVERIFIED/HIGH",yes
3760,"ache","sa··dik·a","health","UNVERIFIED/HIGH",yes
3763,"actual","chong··mot","uncategorized","UNVERIFIED/HIGH",yes
3770,"adolescent","dil·ding bal··jak","education","UNVERIFIED/HIGH v:me·-tra / no-mil",yes
3771,"adolescent","me··tra","education","variant/UNVERIFIED/HIGH",yes
3774,"adopt","ra··gat·a","uncategorized","UNVERIFIED/HIGH",yes
3776,"advice","ku··chi kan·a","uncategorized","UNVERIFIED/HIGH",yes
3778,"afraid","han··srik·han··srik","uncategorized","UNVERIFIED/HIGH v:ken-a",yes
3782,"again","da··o·ba","uncategorized","variant/UNVERIFIED/HIGH",yes
3783,"again","pil··a","uncategorized","variant/UNVERIFIED/HIGH",yes
3797,"almost","ham··a","uncategorized","variant/UNVERIFIED/HIGH",yes
3808,"angry","hel··hel","uncategorized","variant/UNVERIFIED/HIGH",yes
3809,"angry","ka··o·nang·a","uncategorized","variant/UNVERIFIED/HIGH",yes
3814,"ankle","ja··git·ok","health","UNVERIFIED/HIGH",yes
3815,"ankle bells","ja··srang","health","UNVERIFIED/HIGH",yes
3820,"annoyed","man··dik·a","uncategorized","UNVERIFIED/HIGH",yes
3824,"anthill","ha··pru","uncategorized","UNVERIFIED/HIGH",yes
3825,"anticipate","hai··chak·a","uncategorized","UNVERIFIED/HIGH",yes
3826,"anus","ki··sam·bu","uncategorized","UNVERIFIED/HIGH",yes
3827,"anxious","ting··ting·a","uncategorized","UNVERIFIED/HIGH",yes
3832,"appear","ong··kat·a","uncategorized","variant/UNVERIFIED/HIGH",yes
3834,"apportion","ma··at·a","uncategorized","UNVERIFIED/HIGH v:su-al-a",yes
3836,"appropriate","ke··a","uncategorized","UNVERIFIED/HIGH v:kra-a",yes
3839,"area","ha··dok","uncategorized","UNVERIFIED/HIGH",yes
3846,"arrow","gol··chok","uncategorized","UNVERIFIED/HIGH",yes
3847,"arum","ta··ring","uncategorized","UNVERIFIED/HIGH",yes
3849,"ashes","ha··dip·u","uncategorized","UNVERIFIED/HIGH",yes
3850,"ask question","sing··a","uncategorized","UNVERIFIED/HIGH",yes
3851,"ask, request","bi··a","uncategorized","UNVERIFIED/HIGH",yes
3853,"athlete's foot","ja··si git·ok chot·a","uncategorized","UNVERIFIED/HIGH",yes
3855,"attach","pa··a","uncategorized","variant/UNVERIFIED/HIGH",yes
3859,"attention","gi·sik ron··a","uncategorized","UNVERIFIED/HIGH",yes
3861,"attract","mong··a","uncategorized","variant/UNVERIFIED/HIGH",yes
3864,"aunt (MoOlSi)","ma··jong","family","UNVERIFIED/HIGH",yes
3865,"aunt (MoYoSi)","ma··de","family","UNVERIFIED/HIGH",yes
3874,"baby napkin","ki··tap","uncategorized","UNVERIFIED/HIGH",yes
3880,"backwards","ki··sang·cha·na","uncategorized","UNVERIFIED/HIGH",yes
3882,"bait","du··a","uncategorized","variant/UNVERIFIED/HIGH",yes
3886,"banana bud","te··rik so·bak","food","UNVERIFIED/HIGH",yes
3888,"banana leaf","he··sal","food","UNVERIFIED/HIGH",yes
3902,"base of mountain","ja··pang","travel","UNVERIFIED/HIGH",yes
3911,"beans","bil··ik","uncategorized","UNVERIFIED/HIGH v:ka·-rek",yes
3912,"beans","ka··rek","uncategorized","variant/UNVERIFIED/HIGH",yes
3914,"beard","ku··sim·ang","uncategorized","UNVERIFIED/HIGH",yes
3923,"beetle","ki··bit·bit","uncategorized","variant/UNVERIFIED/HIGH",yes
3926,"beggars","gil·i·geng·i cha··gip·a","uncategorized","UNVERIFIED/HIGH",yes
3927,"begin","a··ba·cheng·a","uncategorized","UNVERIFIED/HIGH",yes
3930,"belch","rang··ra·a","uncategorized","UNVERIFIED/HIGH",yes
3931,"believe","be·be ra··a","uncategorized","UNVERIFIED/HIGH v:chan-chi-a",yes
3940,"bend","be··gop·a","uncategorized","UNVERIFIED/HIGH",yes
3945,"bent","kong··krot·a","uncategorized","variant/UNVERIFIED/HIGH",yes
3946,"beseech","mol··mol·a","uncategorized","UNVERIFIED/HIGH",yes
3952,"birth","ba··a","health","UNVERIFIED/HIGH v:jon-mo",yes
3963,"bladder","si··chu","uncategorized","UNVERIFIED/HIGH",yes
3977,"block","beng··a","uncategorized","UNVERIFIED/HIGH v:peng·-a",yes
3978,"block","peng··a","uncategorized","variant/UNVERIFIED/HIGH",yes
3993,"boastful","dal··a·sot·sot","uncategorized","UNVERIFIED/HIGH v:ra-song-si-si dak-a",yes
3995,"body","be··en","health","UNVERIFIED/HIGH v:bi-mang / han·-",yes
3997,"body","han··","health","variant/UNVERIFIED/HIGH",yes
4001,"bore hole","re··el·a","uncategorized","UNVERIFIED/HIGH",yes
4005,"borrow","ra··a","uncategorized","variant/UNVERIFIED/HIGH",yes
4008,"bothered","man··dik·a","uncategorized","UNVERIFIED/HIGH",yes
4026,"brand","wal··jem","uncategorized","variant/UNVERIFIED/HIGH",yes
4028,"break","be··a","uncategorized","UNVERIFIED/HIGH v:be·-tong-a / chot-a / pe·-a",yes
4029,"break","be··tong·a","uncategorized","variant/UNVERIFIED/HIGH",yes
4031,"break","pe··a","uncategorized","variant/UNVERIFIED/HIGH",yes
4037,"breathe","rang··sip·it·a","health","UNVERIFIED/HIGH",yes
4038,"breathe deeply","rang··du·a","health","UNVERIFIED/HIGH",yes
4041,"brew","song··a","uncategorized","UNVERIFIED/HIGH",yes
4043,"brick","ha··san","uncategorized","UNVERIFIED/HIGH",yes
4046,"briefly","teng··kap teng··kap","uncategorized","UNVERIFIED/HIGH",yes
4048,"brilliant","seng··a","uncategorized","UNVERIFIED/HIGH",yes
4049,"bring","ra··a","uncategorized","UNVERIFIED/HIGH v:ra·-ba-a / rim-a",yes
4050,"bring","ra··ba·a","uncategorized","variant/UNVERIFIED/HIGH",yes
4056,"broken","gong··gak·a","uncategorized","UNVERIFIED/HIGH",yes
4057,"broken off","be··tong·a","uncategorized","UNVERIFIED/HIGH",yes
4067,"brush","ken··a","uncategorized","UNVERIFIED/HIGH",yes
4069,"bubbles","ku··chi","uncategorized","UNVERIFIED/HIGH",yes
4072,"bug","jong··","uncategorized","UNVERIFIED/HIGH",yes
4074,"build","dim··a","uncategorized","variant/UNVERIFIED/HIGH",yes
4078,"build nest","sa··a","uncategorized","UNVERIFIED/HIGH",yes
4088,"burn","so··a","uncategorized","variant/UNVERIFIED/HIGH",yes
4090,"burning","ding··il·a ding··cha·a","uncategorized","UNVERIFIED/HIGH",yes
4101,"bury","ha··dap·a","uncategorized","variant/UNVERIFIED/HIGH",yes
4106,"buttocks","ki··sang","uncategorized","UNVERIFIED/HIGH",yes
4110,"cactus","si··chu","uncategorized","UNVERIFIED/HIGH",yes
4113,"calf","ma··su gen·da","animals","variant/UNVERIFIED/HIGH",yes
4117,"call","pe··a","uncategorized","variant/UNVERIFIED/HIGH",yes
4119,"calm","ka··sin·a","uncategorized","UNVERIFIED/HIGH v:tom·-tom-a",yes
4120,"calm","tom··tom·a","uncategorized","variant/UNVERIFIED/HIGH",yes
4121,"can","man··a","uncategorized","UNVERIFIED/HIGH",yes
4131,"capture","rim··a","uncategorized","UNVERIFIED/HIGH v:sik-a",yes
4133,"capture bridegroom","rim··tat·a","uncategorized","UNVERIFIED/HIGH",yes
4135,"care for","ba··rik·a","uncategorized","UNVERIFIED/HIGH v:dong-dil-a / jil-a / mit-tang-a",yes
4144,"carry","de··tom·a","uncategorized","UNVERIFIED/HIGH v:de·-tom-brot-a / gat-a",yes
4145,"carry","de··tom·brot·a","uncategorized","variant/UNVERIFIED/HIGH",yes
4147,"carry baby","ba··rik·a","uncategorized","UNVERIFIED/HIGH",yes
4149,"carry child","ba··tom·a","family","UNVERIFIED/HIGH",yes
4158,"carve","sol··a","uncategorized","variant/UNVERIFIED/HIGH",yes
4162,"cassava","ta··bol·chu","uncategorized","UNVERIFIED/HIGH",yes
4167,"caterpillar","jong··sip·in","uncategorized","UNVERIFIED/HIGH v:jong·-su / mang-tip",yes
4168,"caterpillar","jong··su","uncategorized","variant/UNVERIFIED/HIGH",yes
4170,"cattle","ma··su","uncategorized","UNVERIFIED/HIGH v:ma·-su mat-ti",yes
4171,"cattle","ma··su mat·ti","uncategorized","variant/UNVERIFIED/HIGH",yes
4174,"celebrate","han··seng·a","uncategorized","UNVERIFIED/HIGH",yes
4177,"chaff","cha··che","uncategorized","UNVERIFIED/HIGH",yes
4180,"change ethnicity","tang··nap·a","uncategorized","UNVERIFIED/HIGH",yes
4181,"change mind","gi·sik ra··pil·a","uncategorized","UNVERIFIED/HIGH",yes
4182,"change money","pe··a","business","UNVERIFIED/HIGH",yes
4186,"chapped lips","ku··chil bret·a","uncategorized","UNVERIFIED/HIGH",yes
4188,"chase","ha··rik·a","uncategorized","UNVERIFIED/HIGH",yes
4196,"chin","ku··dim·bok","uncategorized","UNVERIFIED/HIGH",yes
4197,"chipped","be··king·ben·da","uncategorized","UNVERIFIED/HIGH v:be·-ku-weng-a / be·-rik-ken-a",yes
4198,"chipped","be··ku·weng·a","uncategorized","variant/UNVERIFIED/HIGH",yes
4199,"chipped","be··rik·ken·a","uncategorized","variant/UNVERIFIED/HIGH",yes
4201,"chips","gol··ding·ding","uncategorized","variant/UNVERIFIED/HIGH",yes
4202,"chips","gol··si·ri","uncategorized","variant/UNVERIFIED/HIGH",yes
4216,"claim","a··kang·a","uncategorized","UNVERIFIED/HIGH v:pot-a",yes
4220,"clay","ha··keng·krak","uncategorized","variant/UNVERIFIED/HIGH",yes
4221,"clay","ha··pek","uncategorized","variant/UNVERIFIED/HIGH",yes
4248,"coals","wal··ki","uncategorized","UNVERIFIED/HIGH",yes
4251,"coccyx","ki··ting","uncategorized","UNVERIFIED/HIGH",yes
4255,"coiled","kon··a","uncategorized","UNVERIFIED/HIGH",yes
4260,"cold","sin··a","health","variant/UNVERIFIED/HIGH",yes
4262,"cold season","sin··ka·ri","health","UNVERIFIED/HIGH",yes
4263,"cold sore","ku··gi·sep ang··ki·sa dak·a","health","UNVERIFIED/HIGH",yes
4264,"collapse","be··grop·a","uncategorized","UNVERIFIED/HIGH v:be·-wak-a / drin-a / grin-a",yes
4265,"collapse","be··wak·a","uncategorized","variant/UNVERIFIED/HIGH",yes
4272,"collect","tom··a","uncategorized","variant/UNVERIFIED/HIGH",yes
4277,"come back","pil··a","uncategorized","UNVERIFIED/HIGH",yes
4278,"come loose","go··ok·a","uncategorized","UNVERIFIED/HIGH",yes
4279,"come out","ong··kat·a","uncategorized","UNVERIFIED/HIGH",yes
4289,"compensation","gro cha··a","uncategorized","variant/UNVERIFIED/HIGH",yes
4293,"conceal","bo··srok·a","uncategorized","variant/UNVERIFIED/HIGH",yes
4295,"conceited","dal··a·sot·sot","uncategorized","UNVERIFIED/HIGH",yes
4297,"constantly","jem··jem·a","uncategorized","UNVERIFIED/HIGH v:jring-jring",yes
4303,"contribute","ron··chak·a","uncategorized","UNVERIFIED/HIGH",yes
4311,"cooking pots","me··dik sam·dik","uncategorized","UNVERIFIED/HIGH",yes
4323,"correctly speaking","a·gan·chong··mot·a","uncategorized","UNVERIFIED/HIGH",yes
4331,"courageous","sang··chak·a","uncategorized","UNVERIFIED/HIGH",yes
4333,"courtyard","ha··til·a","uncategorized","variant/UNVERIFIED/HIGH",yes
4346,"cow dung","ma··su·ke··em·a","animals","UNVERIFIED/HIGH",yes
4350,"cracked","be··chil·ak·a","uncategorized","UNVERIFIED/HIGH v:be·-dip-a / be·-si-ri-a",yes
4351,"cracked","be··dip·a","uncategorized","variant/UNVERIFIED/HIGH",yes
4352,"cracked","be··si·ri·a","uncategorized","variant/UNVERIFIED/HIGH",yes
4354,"crave","ku··chi·a","uncategorized","UNVERIFIED/HIGH",yes
4355,"craving","ma··ang","uncategorized","UNVERIFIED/HIGH",yes
4356,"crazy","na·wang·ku··wang","uncategorized","UNVERIFIED/HIGH",yes
4359,"creator","Ba··gip·a Bi·rom·bi","uncategorized","UNVERIFIED/HIGH",yes
4361,"cremate","so··krep·a","uncategorized","UNVERIFIED/HIGH",yes
4362,"crescent moon","ku··weng·a","uncategorized","UNVERIFIED/HIGH",yes
4366,"cross","ga··bat·a","church","variant/UNVERIFIED/HIGH",yes
